date,Store 13,Store 23,Store 5,Store 7,Store 51
2013-02-09,5932.216,8213.635,7870.696,7125.129,13711.112
2013-02-10,2781.599,3368.32,5834.226000000001,4781.04301,8162.716
2013-02-11,2731.51,3925.341001,4601.031,5866.67597,6830.10598
2013-02-12,3261.274,3848.48499,3938.656,6145.088,10257.91
2013-02-13,3687.922,4789.209005,7199.183,7835.298,11815.273
2013-02-14,3499.951997,4539.913,6910.656,7076.70999,9488.588
2013-02-15,3698.447,4533.358,6770.355001,9162.96,10895.107
2013-02-16,5951.638001,8193.359,8900.381,8863.31203,15174.986
2013-02-17,3804.020998,4914.24,5560.155000000001,7486.686,11824.006995
2013-02-18,4375.728,5343.8021,7893.161,10551.701,11942.594
2013-02-19,3730.118,5726.23101,5681.19,8640.614,9443.435
2013-02-20,3476.359999,4470.247,6190.847016,8897.051002,12210.507995
2013-02-21,3029.775,5219.3729905,5130.57,7277.505,8487.955
2013-02-22,3028.216,3899.915,6370.048,7901.213,10598.231
2013-02-23,5160.55201,6262.27899,7678.128,8392.924997,13588.37602
2013-02-24,3932.433,5135.704,8087.533004,7859.4,13183.997
2013-02-25,3978.67601,4817.90399,6241.631,8004.106982,10587.8
2013-02-26,3489.264,5054.9871005,6434.737,9050.693,9488.406
2013-02-27,2960.574,6049.404,6276.61499,8382.396,11693.669
2013-02-28,3503.686996,3165.415,5881.132,6551.64698,9510.543
2013-03-01,4303.822,4889.514,7277.324001,9055.24002,12957.36402
2013-03-02,7957.75902,7389.21,9044.149,11116.968,12567.46199
2013-03-03,5381.935,5834.75502,9195.674,8888.228,16755.721
2013-03-04,5135.180996,6616.16,8152.937979,10440.007,11656.93099
2013-03-05,4511.944001,4686.131001,6436.753,9020.054,10341.07902
2013-03-06,3565.591996,6661.275,6754.45701,9716.57402,12420.544
2013-03-07,3770.151,5021.912,5802.688999999999,7228.505,8717.70202
2013-03-08,3344.425,4151.55601,5478.635,8731.911,10923.916
2013-03-09,6092.323,6256.493,7047.511979999999,9380.744,13181.173
2013-03-10,4016.848006,5510.648,7744.20298,8517.561,12632.952996
2013-03-11,3730.63699,4440.207,6142.674999999999,8810.228,10763.934
2013-03-12,3690.397,3621.482,5494.764021,7568.069,6446.291
2013-03-13,3234.81499,4320.505999,6200.532,8481.671002,12662.699
2013-03-14,3002.944,4207.448,4806.669996,6922.071,7671.697
2013-03-15,3398.867,4167.99298,5970.402000999999,8397.18802,12604.17398
2013-03-16,5402.933004,5222.495,7860.706,8439.756,15534.351
2013-03-17,4666.482,5330.55,7764.351,10363.074,13171.203
2013-03-18,3640.338,4308.442,7529.553,9018.359,11207.867
2013-03-19,3840.482,5976.269,6013.221996,7720.502,9476.701
2013-03-20,3202.503,4423.29298,6910.175999999999,9127.978,12402.208
2013-03-21,3123.923,4974.429001,5589.37,7067.45802,8474.654004
2013-03-22,3584.326,4266.64799,5702.381996,8884.89497,11564.53302
2013-03-23,5669.23999,5466.685969,6389.314,9079.384,12771.548
2013-03-24,4287.726,5306.819991,7746.148,7657.68,13363.51501
2013-03-25,4145.957,5683.140998,6921.74199,8231.90702,10827.33
2013-03-26,3839.15,4566.236,5628.7970095,7842.97,9692.372995
2013-03-27,3289.668,4340.992,7578.00601,9159.46202,12292.15697
2013-03-28,3976.504,6589.257000000001,7332.097,8989.457,10827.79
2013-03-29,3972.116996,4049.91899,5253.797,6254.944,10795.682
2013-03-30,6718.74101,5614.607,7369.172,7638.575,10315.578
2013-03-31,3928.154,5749.96202,8084.043020999999,7652.73098,11278.65
2013-04-01,6886.691,6988.348,8434.215001,11345.308,12906.855
2013-04-02,5496.14901,5549.672001,7284.22998,9420.444,11177.137
2013-04-03,4707.080002,6109.1489,7638.07199,10326.09002,13493.69502
2013-04-04,4123.93,4382.385995,5660.125,7554.413,9932.298
2013-04-05,4269.85,4372.931,6108.063,8337.07502,13431.762
2013-04-06,7026.293,7803.907990000001,7622.657,9676.84901,13967.336
2013-04-07,5365.353,6222.40598,8590.382,9728.33498,13882.660022
2013-04-08,6075.403,4634.549,6619.14999,9459.788,10616.079
2013-04-09,4721.686,5726.609004,5733.043000000001,8597.742008,10290.801
2013-04-10,4104.183,4658.359999,6530.156,9250.51299,11941.928
2013-04-11,4049.34,4935.49701,5655.568986,8352.681999999999,9167.443
2013-04-12,3919.303,4443.65897,5938.327,8450.68,10962.38
2013-04-13,6497.672,5383.616,7212.841,8963.184,14467.53304
2013-04-14,3810.41,5066.488,7149.476,7960.64801,12958.38401
2013-04-15,3828.161,4580.308,6774.815,8744.919,10909.625
2013-04-16,4293.537,5064.421,6401.724999999999,9089.523000000001,10508.238
2013-04-17,3499.92101,5246.30389,6080.43501,8989.566,13115.654
2013-04-18,3872.734,3856.972,5014.101995,7136.892,9888.271999999999
2013-04-19,3908.95,4440.57402,6015.88598,8170.841,12077.359
2013-04-20,6724.501,6268.699,7518.694,9085.876,14653.22299
2013-04-21,4268.545,5335.342,7655.817,9211.71,14206.996
2013-04-22,4680.891,5728.236,6319.16301,9088.51999,10620.496
2013-04-23,3979.525,4736.583000000001,5892.8049995,7252.91199,10415.165
2013-04-24,3218.517002,6387.599999999999,6384.15,9114.681,11353.943
2013-04-25,3410.694994,3898.736,4606.495,7568.136,9839.129
2013-04-26,3600.045,4720.06,5840.83802,8639.850998,12312.618
2013-04-27,6683.175,5205.477,6774.71298,8107.58,14308.598
2013-04-28,4695.388001,5943.42598,8157.489,8744.952,13549.657
2013-04-29,4610.837008,5045.898,6769.500999999999,8207.06,11593.795
2013-04-30,4323.255,5533.315,6019.55,9143.926998,11088.33
2013-05-01,5466.068,6440.366,8586.23,9232.03698,18905.87
2013-05-02,4522.243,6013.795,7610.607,9622.655,11314.29903
2013-05-03,4805.038,4690.862,7021.188999999999,10019.508,13121.13304
2013-05-04,7323.358,6626.322999999999,8751.038,9580.931998,16751.989984
2013-05-05,5190.123,5941.999,12311.566001,8612.383,18664.6431
2013-05-06,5433.859,6518.876,6976.631,9556.124,12678.50803
2013-05-07,4990.314012,4705.417,6437.383,8530.977,10022.72403
2013-05-08,3766.407,4595.146998,5684.453994,10576.591005,12479.284
2013-05-09,3855.42599,4268.778,5364.315,7660.925999999999,10102.768
2013-05-10,4346.547,4564.888,6054.89799,9040.742,13568.262
2013-05-11,7332.09,7063.485,8823.291001,10026.312998,19330.681
2013-05-12,4091.939995,4930.82002,7828.188001,6416.05699,13136.592998
2013-05-13,3927.52,4757.437,6290.858,9499.94,11915.33
2013-05-14,4163.823,5151.456,6145.351001,8718.423,11023.483
2013-05-15,3896.018998,5123.703,6468.688011,9741.712,12681.36
2013-05-16,3412.87,5095.6409,5881.605,8264.275,10947.21201
2013-05-17,3834.551,4403.409001,5718.838000000001,8940.655997,12842.869
2013-05-18,6653.282,6614.445,8096.900000000001,8765.37402,17690.08302
2013-05-19,4107.439004,5260.345,9341.815,9245.592,18213.851
2013-05-20,4633.683,4464.540011,6526.99301,9274.722,10951.229
2013-05-21,3908.82,6093.595004,5160.99999,8818.129004,10278.759
2013-05-22,3763.282,4250.1780195,5472.496990000001,9603.296978,12456.722
2013-05-23,3156.886,4553.33899,6222.878,8765.691,10063.53697
2013-05-24,4510.098,4759.35399,7170.174,7947.051,14647.822
2013-05-25,5688.673,7012.302,7012.449,7595.242002,12734.213988
2013-05-26,3818.579,4885.057999,8968.120019,6890.86302,13960.093
2013-05-27,4320.527,4528.113,6432.22999,9100.163,11220.43298
2013-05-28,4289.67,8402.3500105,5387.110001,8031.65,10711.888
2013-05-29,3880.712,5145.51,6275.039,9014.933,13004.87398
2013-05-30,3972.490004,4719.056,5877.916,8193.622,10099.294
2013-05-31,3988.869,4573.006,5396.72399,8862.68,12693.538
2013-06-01,7865.177,11058.533999,10104.946,9198.49698,18472.899
2013-06-02,4967.688,6370.559,12154.577,10596.657002,20018.741
2013-06-03,5888.725,5289.456,8055.50701,10592.472,13490.21898
2013-06-04,5410.056,5170.437,6705.803,9751.228,10532.4
2013-06-05,4370.08,4742.387,6432.235000000001,10725.646016,13123.473
2013-06-06,3915.02199,4591.953,5883.402,8914.349,9959.066
2013-06-07,4599.564,5209.69299,6202.258,10169.214998,13549.519
2013-06-08,7275.225,6036.484,7677.49498,8964.956002,15108.607
2013-06-09,4497.237,5889.085,9653.165024,9392.10102,16665.225
2013-06-10,4833.106993,4126.098991,6960.992001000001,10514.88402,11349.604
2013-06-11,4054.689,4304.863,5626.288,8868.234011999999,10184.488
2013-06-12,4394.51499,5364.57,6088.0230097,9210.190997,13130.258
2013-06-13,3577.721,4692.9600002,4818.508,8178.669,9180.926021
2013-06-14,3401.34,4248.538,5154.665014,7896.721,13618.82298
2013-06-15,6932.454,6287.313,8238.4870001,10238.245,20304.572998
2013-06-16,3633.661996,5023.555,8104.885001,8365.773999,13349.425002
2013-06-17,3735.471,5874.32,7115.909,10129.258,11906.088
2013-06-18,4133.58,5009.1319995,5786.58901,8735.203,10663.169
2013-06-19,3175.826,7626.233999999999,5647.670989,9180.212,13048.90698
2013-06-20,4050.77,4149.434996,5439.378001,7475.75,10040.01002
2013-06-21,3823.89,4112.338,5749.733,9245.303998,11725.892
2013-06-22,6584.765004,6503.699001,7255.361,9151.60897,14977.802
2013-06-23,4525.129,5572.751,8587.740031,8630.481,16607.67599
2013-06-24,3662.806,4641.735,7028.2980103,9072.44498,12588.41501
2013-06-25,3875.628002,5531.023,6414.81699,8861.414013,10366.010002
2013-06-26,3468.289,6054.829000000001,5872.47401,8679.466,12306.642
2013-06-27,3112.681,4147.033,4799.286,7584.258,9100.082
2013-06-28,3534.74,4243.801,6153.360000000001,8824.255,12247.347
2013-06-29,6708.18301,7527.214,7480.348,9395.44798,17813.493
2013-06-30,4550.06299,5364.984,8635.307999999999,9006.470002,17616.47998
2013-07-01,5698.425,5470.001,7879.47301,11227.65305,13877.029
2013-07-02,5401.35901,5589.452,5962.056,9930.994,11281.44402
2013-07-03,4257.394,6484.081,4386.552,10766.63399,13444.24397
2013-07-04,4560.513,4519.75999,8386.409,8146.507,9842.261
2013-07-05,4205.834,4672.97,7268.760001,9384.586,12527.604004
2013-07-06,6747.767,5517.231,8928.405,8937.836,16560.666
2013-07-07,4321.539,6548.7,9976.0,7515.111,16095.18
2013-07-08,4338.927,4912.883000000001,7695.287,9662.382998,12701.281
2013-07-09,4275.487,6449.1810003,5997.794,7876.57998,10642.625
2013-07-10,3440.902,5632.5431,5603.78,8694.743,13582.695
2013-07-11,4022.450001,3786.464,5601.33301,7375.568,8910.161
2013-07-12,3714.608004,3902.638,5622.183,8955.108979999999,12629.251
2013-07-13,6168.198,7117.946201,7500.235000000001,8255.909,15579.255
2013-07-14,3370.634,4861.485999,8076.763,6713.09002,16923.47
2013-07-15,3717.265,4763.969,7230.1599996,9313.371,11966.871
2013-07-16,3704.86,4849.03,6244.69498,8383.331,11999.342
2013-07-17,3910.637,4376.939,6208.7989995,8656.910002,12962.067
2013-07-18,3514.151,5734.468,5828.6749997,7685.989001,9898.938
2013-07-19,3675.751,4179.754,6102.415,8398.554,12137.91
2013-07-20,5795.062,5096.183,7122.351,8287.538996,15660.498
2013-07-21,3346.861002,4680.19,8489.368,7523.737,15902.561
2013-07-22,4300.467001,4756.88301,7114.37102,8567.612,11135.14102
2013-07-23,4336.343,4423.90399,5937.069,7269.459,10522.355
2013-07-24,3980.025999,5338.748,6667.11098,8892.575,12201.182
2013-07-25,4099.424005,4577.982,5584.764,7424.023,12294.562
2013-07-26,4257.924,4167.966975,6182.06502,8365.29096,11955.908
2013-07-27,5632.475,5250.912999,7647.148,8322.659,14320.98103
2013-07-28,4166.833,4993.359,8637.514004,7882.976,15502.348
2013-07-29,4483.82099,4335.706999,6600.5430105,7882.88204,13073.221
2013-07-30,4939.438,6145.368,6132.377,7148.023,10903.065
2013-07-31,4050.749,5059.945,7229.609,8101.305,13803.09097
2013-08-01,4810.45,5158.344,7092.070996,8119.81498,12095.04202
2013-08-02,4813.566,5177.650000000001,7651.93599,8209.319,15433.363
2013-08-03,6918.935996,7124.87801,9819.072,8780.081998,18362.00902
2013-08-04,3931.21,5001.086,10340.012,7302.11798,17889.956
2013-08-05,5262.197,5271.42799,7748.98801,8977.869999999999,12891.32599
2013-08-06,4197.48,8093.485999,6677.527,7570.77699,11360.473
2013-08-07,3692.098,4256.3,6383.827,8324.065,14241.037
2013-08-08,6155.058,6501.213000000001,5860.628009999999,6915.07099,9718.982007999999
2013-08-09,3458.912,4326.515029,6923.834999,8261.518,12509.794
2013-08-10,5880.539004,4683.674,7025.02201,7290.608,16399.616
2013-08-11,4857.658,4525.02,8919.943,6926.813034,16335.41698
2013-08-12,4464.271003,4498.817001,7454.883,8202.264,11474.082
2013-08-13,4467.187,4127.753009999999,6260.04901,7860.66,9963.208003
2013-08-14,3293.918,3730.808,6207.098,7729.955,12989.021
2013-08-15,4022.229,3739.213,6729.173,7416.292,9792.82
2013-08-16,3809.111005,4160.526019,6706.543,9142.747984,14066.453
2013-08-17,5538.224,6527.069,7967.69398,8106.780002,16949.972
2013-08-18,2975.05,4527.419,9006.262004,7631.94001,18594.564
2013-08-19,3895.194,4394.335002,7751.085,9332.719000000001,12186.58197
2013-08-20,3796.003,5323.454,5928.438,8034.521,11404.717
2013-08-21,3469.216,4819.583,6858.332991,8270.924,13006.209
2013-08-22,3610.875,5602.648999999999,5987.455,7003.216996,9635.666000000001
2013-08-23,3665.217004,4058.947,6032.084,8847.008,14086.66397
2013-08-24,4895.79,5934.453,8012.023999999999,7825.308002000001,16007.71305
2013-08-25,2912.553,4590.476,8146.75399,7699.379,16679.56396
2013-08-26,4355.979,4370.642,6707.327,8829.08002,12416.049
2013-08-27,4071.14,5968.676,6604.8339995,9109.937002,9987.57001
2013-08-28,3706.354,4471.821,6318.83702,9365.052986,12624.784
2013-08-29,3287.671004,6204.393999999999,6113.157,7403.295,10059.24701
2013-08-30,4170.366,4592.308021,6548.641,9714.762,13147.309
2013-08-31,6733.239,5611.885008,7750.774001,9675.96401,18057.75802
2013-09-01,5500.485,6661.673002,10704.849999,10580.011,19899.734005
2013-09-02,5327.968,5400.95298,8197.44,11252.29698,14304.256003
2013-09-03,5080.602,5896.95797,6657.881996,9859.152,10888.206
2013-09-04,3931.299,6196.9789,6760.092001,10426.98108,13151.347
2013-09-05,4760.547,4776.47401,5612.641995,7823.319,9733.2
2013-09-06,3820.994,5877.479,5929.851,9672.539,12797.258
2013-09-07,6532.836,6229.875,8251.56702,9425.743,16405.886005
2013-09-08,4430.847996,5909.941999000001,8892.467,8681.64501,16723.043
2013-09-09,4100.06601,4784.978,6344.2309997,10253.975,12704.61599
2013-09-10,4302.948,4338.761,5375.53999,8240.612,9745.58598
2013-09-11,3309.783,4640.289,5762.071,9052.376,12410.55699
2013-09-12,3975.702986,5016.0189,5423.927,7469.913,10151.67502
2013-09-13,3319.529,4600.915002,6126.598,8721.401,12626.909
2013-09-14,5693.359,8081.14102,7005.48,9973.70001,16751.295
2013-09-15,3965.834,6132.226,9680.201000000001,9037.801,18292.32802
2013-09-16,4235.4,4610.812,7240.069,10140.96,13157.28999
2013-09-17,4083.923,6525.204999,5627.362,8822.919,11179.992
2013-09-18,3249.664,4549.376001,5936.40299,9454.159005,13094.291
2013-09-19,3281.697,4858.478999,4874.799,7067.126986,9486.347998
2013-09-20,3580.468004,4611.138,6185.51,9279.045,12817.492
2013-09-21,6273.067,5687.178,7254.216,9281.271,15745.592
2013-09-22,4145.445,5628.137,8405.92,9089.801,14473.904
2013-09-23,4035.653,4669.472002,7060.2829997,10000.034,11856.13603
2013-09-24,3436.94899,5928.238,5633.361,8546.353998,9997.70998
2013-09-25,3894.964996,4851.57101,5909.258,9832.437,12264.834
2013-09-26,3246.84699,6644.8479,4963.446,8096.667,8946.663
2013-09-27,3921.884,4915.179,5712.431,9415.83,12359.941005
2013-09-28,6741.330989999999,6298.865,7578.22102,9408.677,14970.58
2013-09-29,4548.365,6048.213000000001,7735.315000000001,9216.861998,14891.432
2013-09-30,4243.378,5089.101,6375.858,9325.547,11259.453995
2013-10-01,6168.412,5673.004,6886.679,11682.243,13736.93
2013-10-02,5237.542,4849.340001,6795.9899955,12128.96,13181.54601
2013-10-03,4945.692,7814.711998,5692.243,7669.773,9700.641
2013-10-04,4251.567,4824.365,5925.791999999999,11059.93703,12133.77302
2013-10-05,7704.465,6868.95898,7539.178,9644.44598,13457.75
2013-10-06,5509.91,6301.628,6966.421,9504.249,13068.23299
2013-10-07,5664.941,4510.434,6199.516,10266.141,11558.377
2013-10-08,4646.095996,5234.809999999999,6511.692,8026.032,9304.99398
2013-10-09,3604.197,6648.775,5573.651001,10406.76,12308.86201
2013-10-10,3582.618996,6148.2281,6316.527,8523.495994,10635.03198
2013-10-11,4004.12,5720.77897,6563.840999999999,9532.951000000001,14556.54
2013-10-12,6113.591,5364.81097,6640.559999999999,7829.396,9539.934995
2013-10-13,4146.912,5134.837998,8790.598,7863.46699,14528.779
2013-10-14,4078.153,4613.9080004,6741.528,10209.955,14174.96298
2013-10-15,3527.819,5219.762,5562.478,9224.18302,9809.478
2013-10-16,3456.416,4218.651,7258.45,9995.71,14303.283
2013-10-17,3009.098,4375.173005,4927.79401,8759.168969,9753.231
2013-10-18,3070.665995,4464.104001,5603.591,9375.75201,11952.888
2013-10-19,6417.004,6345.933,7281.10198,8880.570002,14862.92201
2013-10-20,4763.449,6879.058,8984.1290002,9619.965032,15006.08502
2013-10-21,4375.363,4809.343,5984.76398,9234.735,11374.534002
2013-10-22,3774.883,5443.4231,5465.3,7822.584998,9471.455002
2013-10-23,3329.849,5960.669,6109.669,10231.164,12367.608
2013-10-24,2981.654,3994.51097,5164.55,7859.67399,8556.405
2013-10-25,3853.085,4525.411,5766.062,10047.393,12873.632004
2013-10-26,5702.991,5477.226,6602.974999999999,8314.424998,14414.11197
2013-10-27,4408.988995,5636.402999999999,7688.534009999999,8099.87402,16885.26998
2013-10-28,3957.97299,6563.64,6898.416990000001,9095.598,12623.711
2013-10-29,5013.398,5052.368001,4966.854004,8247.597996,10086.785
2013-10-30,3410.742004,4149.221,5504.41801,9836.015,12976.618003
2013-10-31,3671.563995,3863.927,5492.362011,8524.519,9207.086
2013-11-01,4466.290001,4385.962,7192.846,10499.146,14347.52797
2013-11-02,5320.265005,5003.837,8643.081,10653.48898,18387.168
2013-11-03,5267.170995,4775.674,10246.218,10311.40498,16394.055
2013-11-04,6259.98899,4428.530003,7528.381,12343.46,12401.93497
2013-11-05,5491.657,7802.33,6055.376,10663.41798,11245.985994
2013-11-06,4689.538,4973.57202,7805.1369795,11731.64,13171.494
2013-11-07,4180.12901,6630.781022,6412.343,9240.72006,9437.902
2013-11-08,5137.336005,4403.892,6746.152,10669.144,12798.872022
2013-11-09,5851.717,4895.665,8239.012999999999,9178.425,14946.437
2013-11-10,5118.378,5405.13798,9838.681,9907.637,18552.391
2013-11-11,5712.551,6122.991,6764.05999,11032.993,13289.69002
2013-11-12,4759.18701,4569.242002,5843.349,9401.687,10061.08203
2013-11-13,3903.918,4815.059,6200.473,10923.49,13682.856
2013-11-14,3671.079,4108.76197,5161.247,8591.794,10186.638
2013-11-15,3724.452998,4787.778019,6141.28,9968.082,13040.896994
2013-11-16,5938.286,5429.8180155,8223.529,11094.518,16568.28799
2013-11-17,4607.008995,5371.028,10422.809,10166.441,17993.151
2013-11-18,4531.43301,7600.912,6423.434,11259.483968,12966.884
2013-11-19,3590.50399,4714.994000000001,5741.2009999,10078.31198,10317.709
2013-11-20,4170.589,6378.5849,6566.194,11399.901,13251.226
2013-11-21,3305.688,4291.543,6100.826,8155.08998,9499.772
2013-11-22,3253.632,4327.651,5718.123,10762.770022,13152.679997
2013-11-23,6048.88799,4946.435,8104.894,10156.16397,15133.261
2013-11-24,5195.882,5557.34,9275.591005,9988.368,17631.047
2013-11-25,3749.64301,5097.318,6774.089,11243.87301,12601.304991
2013-11-26,3865.947,4639.165,5256.954004,10055.566996,9974.78799
2013-11-27,3727.392,4151.667,4883.444,17934.722,14108.701998
2013-11-28,3731.131,4489.75903,4009.238,9123.150976,10600.877
2013-11-29,3922.981,4486.456,6046.687999,10586.809,13201.97703
2013-11-30,7686.757,6340.33301,7278.804,9879.129998,15441.149
2013-12-01,5925.95,6135.727996,11626.481,12130.605,20914.364
2013-12-02,5893.628,5323.152982,7063.483,12366.35597,14622.499
2013-12-03,5255.377,5138.966,6000.705,11032.925,12280.043
2013-12-04,4482.25401,5427.342,6780.145,12531.614,15663.263
2013-12-05,4277.906999,5360.481,6583.041,9905.59,12507.07699
2013-12-06,4487.657,4962.326,7054.348,9052.442997,13884.195
2013-12-07,7519.806,7879.25098,8227.994999,10034.368,17707.866002
2013-12-08,5332.15,6105.09698,9850.133,9104.911,17942.959
2013-12-09,4848.762,5243.81202,8777.366,11515.613,14179.25598
2013-12-10,4968.013,5526.068,6041.47702,14665.159,13486.009
2013-12-11,3880.679,6071.48298,6853.09201,15050.265998,19603.9069
2013-12-12,3995.148,4926.559,8600.679999999998,14767.844,13497.106
2013-12-13,3649.043,5586.905021,9804.623999,13928.559,16545.9291
2013-12-14,7277.827998,7293.211008,10428.469,10459.41,19310.734
2013-12-15,6104.69499,5838.452,10726.099,11100.77395,22079.41498
2013-12-16,4828.67299,6103.373000000001,9429.088,13930.029997,18928.262
2013-12-17,4958.255999999999,7181.67498,9694.997,13014.819,15439.478998
2013-12-18,4523.567995,5978.325999,8913.484,13981.26298,25110.11397
2013-12-19,5299.955974,7562.331,11212.332,11770.147,17920.218
2013-12-20,6186.95302,6696.921,10505.7279,14035.09999,18972.52397
2013-12-21,9094.393,7875.126999999999,12664.69498,13137.925,21619.86503
2013-12-22,5777.083,7355.652999,13446.62512,10416.903991,23727.95601
2013-12-23,6955.967000000001,10438.799999,18069.731,15327.633,23777.501
2013-12-24,7199.031,10863.85,14574.458,11546.126,15645.145998
2013-12-25,6282.4525065,8930.042515000001,11938.36299985,10614.561000000002,14835.739999000001
2013-12-26,5365.874013,6996.23503,9302.2679997,9682.996000000001,14026.334
2013-12-27,4616.94599,5595.883,10926.648,9873.314,18035.621
2013-12-28,7079.55401,5454.666,10650.37904,7874.48,18940.2949
2013-12-29,4330.812,4834.3339997,9906.029,5382.335996,14349.38
2013-12-30,6282.66401,7497.120998,14030.74,9782.9,20142.572
2013-12-31,5254.159,6948.19696,11653.234,8674.928,15865.398
2014-01-01,6605.5578000000005,8795.44248,13729.579015,16180.889004999999,20177.606499999998
2014-01-02,7956.9566,10642.688,15805.92403,23686.85001,24489.815
2014-01-03,6608.431,8696.36952,13725.3118,21379.33897,22570.9452
2014-01-04,10942.13901,8825.4189999,14003.54298,19886.256,29087.159
2014-01-05,7077.379,8727.334,16812.284,20268.38902,28574.51199
2014-01-06,5335.589,8190.491,10659.177,22372.645,21879.91101
2014-01-07,6155.445,7948.7130048,10117.76799,17921.448003,20329.150298
2014-01-08,5031.165,8231.4659,11366.2274,22288.428704,27172.255
2014-01-09,4621.0085,6736.146995,8639.353,16463.51804,17354.404
2014-01-10,4582.733,7062.079499,9183.7098,18527.0958,21606.85828
2014-01-11,9004.36101,8763.90901,11664.31,17244.28,24184.65702
2014-01-12,5749.023,8649.679979,14482.064,17203.742,27176.539
2014-01-13,6294.327,7723.701,9668.957996000001,19849.094998,21029.08204
2014-01-14,5238.3153,7030.107,8904.648016000001,16312.575,18032.86597
2014-01-15,4215.355,7166.14868,10175.98,20544.93997,25450.8355
2014-01-16,4989.9664,6569.124002,9164.137,16922.174,17076.339
2014-01-17,3882.035,6886.6331,9689.171595,19125.69033,22605.5534
2014-01-18,7793.321,7574.019,11940.403001,17415.833,25960.53498
2014-01-19,5845.126,9082.283996,13946.089,18022.429007,27531.002
2014-01-20,6344.52001,7819.221,10896.351,19744.684,20038.438996
2014-01-21,5628.09839,8013.040002000001,8869.449,16151.75399,18798.327003
2014-01-22,5034.984,6965.190302,9840.272978,20001.671,24746.74151
2014-01-23,3704.9784,6406.1239997,8949.088,14562.897,17273.878
2014-01-24,4914.517,6719.28901,9599.850156,17811.7539,20812.26939
2014-01-25,8653.158,8429.932999999999,11489.04,16902.971,25761.652
2014-01-26,5639.99999,8535.711,14950.39198,17516.465,26255.097
2014-01-27,4799.343,7138.456008,10374.559,17901.829,20595.859
2014-01-28,4802.5073,7106.67899,8705.329996,15755.818,15988.4782
2014-01-29,4756.013,7050.6461,10449.31699,17667.1207,26162.9467
2014-01-30,4410.5235,5882.812,8533.9290103,13345.599,15513.989
2014-01-31,5296.202,7014.33414,8942.85242,18245.286102,22299.1535
2014-02-01,7701.574,5575.574,10905.105,11559.16,18002.157
2014-02-02,5098.466,5504.145,11977.04098,9583.675,19844.04203
2014-02-03,5063.807,5300.194978,7783.6589995,11449.552,14468.95197
2014-02-04,5328.70799,5270.29596,7709.713,9720.60597,11133.373
2014-02-05,4184.379,4753.733,7016.545999999999,10791.939995,15148.72
2014-02-06,4754.15231,4643.798,6423.059,9138.957,10144.3
2014-02-07,4343.604,4545.7726,7416.1046,11321.1189,13442.88981
